package,latest_version,keywords,publish_time,description,creation_date,number_of_versions,download_count
sass-embedded-android-x64,1.81.0,[],1731606516,The android-x64 binary for sass-embedded,2023-12-29T00:41:19.119Z,32,1980018
parse-node-version,2.0.0,"['process.version', 'node version', 'version parse']",1637594646,Turn node's process.version into something useful.,2018-11-29T22:43:34.819Z,3,270219128
find-free-port-sync,1.0.0,"['post-scanner', 'free-port', 'synchronous', 'webpack-dev-server']",1529126277,Find free port synchronously without callback,2018-06-16T13:17:57.550Z,1,855942
overlap-area,1.1.0,"['overlap', 'overlapping', 'collision', 'area', 'points']",1655725401,Find the Overlap Area.,2020-11-02T19:21:28.027Z,10,3690906
@jupyterlab/statusbar,4.3.1,[],1731741801,JupyterLab statusbar package.,2018-07-28T00:33:35.523Z,345,2427892
retext-syntax-urls,4.0.0,"['filename', 'path', 'plugin', 'retext', 'retext-plugin', 'syntax', 'source', 'unified', 'url']",1694055136,"retext plugin to classify url-like values as syntax, not natural language",2017-08-03T16:03:52.863Z,9,751727
postcss-svgo,7.0.1,"['css', 'minify', 'optimise', 'postcss', 'postcss-plugin', 'svg', 'svgo']",1717553414,Optimise inline SVG with PostCSS.,2015-07-09T23:22:45.927Z,53,537788636
@qdrant/openapi-typescript-fetch,1.2.6,"['fetch', 'client', 'swagger', 'typescript', 'ts', 'openapi', 'openapi 3', 'node']",1709533000,A typed fetch client for openapi-typescript,2023-05-11T09:23:56.464Z,7,2126730
@types/multiparty,4.2.1,[],1727768244,TypeScript definitions for multiparty,2016-05-17T18:23:31.586Z,20,2007854
emojilib,4.0.0,"['emoji', 'keyword', 'search']",1727666004,Emoji keyword library.,2015-07-10T21:28:17.780Z,41,51858656
custom-jquery-matchers,2.1.1,"['jasmine', 'jest', 'jquery', 'matchers']",1649881406,"Add a set of custom matchers for HTML and CSS related checks, using jQuery.",2016-12-11T17:19:56.614Z,5,2999291
slate,0.110.2,"['canvas', 'contenteditable', 'custom', 'document', 'edit', 'editor', 'html', 'immutable', 'markdown', 'medium', 'paper', 'react', 'rich', 'richtext', 'richtext', 'slate', 'text', 'wysiwyg', 'wysiwym']",1729113197,A completely customizable framework for building rich text editors.,2012-02-09T15:42:43.660Z,745,39834665
@chakra-ui/react-use-interval,2.1.0,['react-use-interval'],1689692492,A Quick description of the component,2022-08-20T19:38:06.557Z,51,22148808
regexp-clone,1.0.0,"['RegExp', 'clone']",1559895383,Clone RegExps with options,2013-04-17T21:22:43.991Z,2,26032751
@aws-sdk/middleware-content-length,3.374.0,[],1689851937,[![NPM version](https://img.shields.io/npm/v/@aws-sdk/middleware-content-length/latest.svg)](https://www.npmjs.com/package/@aws-sdk/middleware-content-length) [![NPM downloads](https://img.shields.io/npm/dm/@aws-sdk/middleware-content-length.svg)](https:/,2018-11-19T23:22:24.916Z,126,193843988
babel-helper-define-map,6.26.0,[],1502870054,Helper function to define a map,2015-10-29T17:54:20.599Z,51,73421239
uid-number,0.0.6,[],1415805040,Convert a username/group name to a uid/gid number,2012-02-28T02:31:39.895Z,6,37502425
esbuild-register,3.6.0,[],1721886406,"Transpile JSX, TypeScript and esnext features on the fly with esbuild",2020-07-16T02:40:52.771Z,31,212720930
lefthook-windows-x64,1.8.2,[],1730159251,"The Windows 64-bit binary for lefthook, git hooks manager.",2022-06-23T08:23:11.324Z,103,1330685
@jspm/core,2.1.0,[],1728929478,This package contains the core libraries used in jspm 2.,2019-02-14T14:55:47.687Z,37,16187785
bower,1.8.14,['bower'],1647243693,The browser package manager,2012-09-04T23:58:48.836Z,99,15019857
vue-content-loader,2.0.1,[],1638181950,"SVG component to create placeholder loading, like Facebook cards loading.",2017-06-15T00:12:51.315Z,12,1286198
@medusajs/fulfillment-manual,2.0.4,"['medusa-plugin', 'medusa-plugin-fulfillment']",1731373998,Manual fulfillment for Medusa,2024-03-05T19:42:12.130Z,1586,173555
dequal,2.0.3,"['deep', 'deep-equal', 'equality']",1657553344,A tiny (304B to 489B) utility for check for deep equality,2019-03-07T05:59:26.990Z,7,729738942
@changesets/get-dependents-graph,2.1.2,[],1725416704,Get the graph of dependents in a monorepo,2020-03-11T11:53:02.385Z,23,36669041
@storybook/manager,8.4.4,['storybook'],1731566198,Core Storybook UI,2022-10-27T13:52:46.531Z,828,159429592
@walletconnect/jsonrpc-provider,1.0.14,"['json', 'rpc', 'jsonrpc', 'json-rpc', 'tools', 'types', 'utils', 'provider']",1715048861,Provider for JSON-RPC,2021-07-26T10:32:13.164Z,27,17945640
create-jest,29.7.0,[],1694472244,Create a new Jest project,2017-05-10T08:50:02.078Z,8,497809912
killable,1.0.1,"['express', 'http', 'server', 'socket', 'kill', 'truncate', 'destroy', 'restart', 'shutdown', 'immeadiately']",1536297847,Keeps track of a server's open sockets so they can be destroyed at a moment's notice.,2014-12-18T16:27:46.796Z,2,139598472
expand-template,2.0.3,"['template', 'expand', 'replace']",1543329047,Expand placeholders in a template string,2015-08-10T10:17:55.933Z,11,289986287
tar,7.4.3,[],1721939626,tar for node,2011-11-20T07:11:18.109Z,129,1365352620
argv,0.0.3,"['cli', 'argv', 'options']",1674978501,CLI Argument Parser,2012-07-08T22:32:12.305Z,3,15802335
@stdlib/string-base-lowercase,0.4.0,"['stdlib', 'stdstring', 'utilities', 'utility', 'utils', 'util', 'base', 'lower', 'case', 'lowercase', 'convert', 'string', 'str']",1721991790,Convert a string to lowercase.,2022-09-17T20:39:57.161Z,8,6444468
@stdlib/assert-is-nan,0.2.2,"['stdlib', 'stdassert', 'assertion', 'assert', 'utilities', 'utility', 'utils', 'util', 'number', 'numeric', 'non-numeric', 'nan', 'is', 'isnan', 'type', 'check', 'validate', 'valid', 'test']",1722018251,Test if a value is NaN.,2021-06-14T17:56:10.369Z,12,3899986
redux-devtools-extension,2.13.9,[],1615012241,Wrappers for Redux DevTools Extension.,2016-09-01T16:15:14.631Z,21,41574141
wink-nlp,2.3.0,"['NLP', 'natural language processing', 'tokenize', 'SBD', 'sentence boundary detection', 'negation handling', 'sentiment analysis', 'POS Tagging', 'NER', 'named entity extraction', 'custom entity detection', 'word vectors', 'visualization', 'pattern matching', 'stemmer', 'bm25', 'vectorizer', 'Embeddings', 'Word Vectors', 'winkNLP', 'winkjs', 'wink']",1716075829,Developer friendly Natural Language Processing ✨,2018-12-15T08:24:04.321Z,40,1101035
country-emoji,1.5.6,"['flag', 'emoji', 'country', 'ISO3166-1']",1616313151,"Converts between country names, ISO 3166-1 codes and flag emojis.",2016-10-07T21:40:37.278Z,20,404625
wireit,0.14.9,[],1725360859,Upgrade your npm scripts to make them smarter and more efficient,2022-04-04T20:03:35.432Z,52,3765311
@types/react-lazyload,3.2.3,[],1699337757,TypeScript definitions for react-lazyload,2017-06-02T13:31:37.105Z,18,4797107
chromedriver,131.0.0,"['chromedriver', 'selenium']",1731500033,ChromeDriver for Selenium,2013-06-07T17:45:32.027Z,224,33061969
boolify,1.0.1,[],1495117508,Convert true/false strings to booleans,2013-04-12T21:58:37.600Z,3,18605911
ml-random,2.0.0,[],1729209688,Choose randomly from a selection of elements,2018-05-16T14:47:57.014Z,9,1707278
@docusaurus/types,3.6.1,[],1731058885,Common types for Docusaurus packages.,2019-10-01T13:29:58.480Z,1812,18588650
@types/dot-object,2.1.6,[],1700495928,TypeScript definitions for dot-object,2016-08-02T15:51:09.044Z,15,3049553
@types/mjml,4.7.4,[],1699326760,TypeScript definitions for mjml,2018-04-24T23:35:37.458Z,10,9883505
expect.js,0.3.1,[],1392881027,BDD style assertions for node and the browser.,2011-12-19T00:05:03.637Z,6,3872527
fast-stable-stringify,1.0.0,"['JSON', 'stable', 'deterministic', 'stringify', 'fast']",1505486539,Deterministic stringification for when performance matters,2015-07-20T17:30:13.645Z,4,13597553
@expressive-code/plugin-frames,0.38.3,[],1730913292,"Frames plugin for Expressive Code. Wraps code blocks in a styled editor or terminal frame with support for titles, multiple tabs and more.",2023-05-10T12:18:31.298Z,78,1160110
iview-area,1.6.0,"['vue', 'iview', 'area-linkage', 'linkage', 'area']",1533153861,An area-linkage-component bases on Vue and iView-UI components,2017-11-07T02:40:26.191Z,31,24819
metro-core,0.81.0,[],1728883316,🚇 Metro's core package.,2017-11-30T14:24:30.664Z,157,115680442
deep-equal-ident,1.1.1,"['lodash', 'equality', 'deep', 'chai', 'testing']",1443358695,A function to test for identical deep equality (based on lodash's isEqual).,2014-06-25T07:58:23.473Z,6,19501472
babel-merge,3.0.0,[],1556283395,`babel-merge` merges multiple Babel configuration objects into a single copy. Plugin and preset objects and arrays will be merged together.,2017-06-16T22:41:14.419Z,8,10300099
chai-dom,1.12.0,"['test', 'assertion', 'assert', 'testing', 'chai-plugin', 'browser', 'vendor', 'dom', 'no-jquery']",1699950681,DOM assertions for the Chai assertion library using vanilla JavaScript,2015-09-15T08:14:48.383Z,20,3114991
natives,1.1.6,[],1539025491,Do stuff with Node.js's native JavaScript modules,2010-12-27T12:02:14.627Z,10,22021315
eslint-plugin-ember,12.3.1,"['eslint', 'eslintplugin', 'eslint-plugin', 'ember', 'ember.js', 'plugin', 'styleguide', 'rules']",1729790112,ESLint plugin for Ember.js apps,2015-03-12T19:17:57.729Z,187,8014911
@tiptap/extension-floating-menu,2.9.1,"['tiptap', 'tiptap extension']",1729646622,floating-menu extension for tiptap,2021-04-01T14:01:01.441Z,179,38983854
@lerna/listable,6.4.1,"['lerna', 'utils']",1673523493,Shared logic for listing package information,2018-08-10T01:15:48.214Z,60,26085932
@blueoak/list,15.0.0,[],1718096060,Blue Oak Council's license list in JSON format,2019-03-06T19:16:36.770Z,8,1204768
expo,52.0.7,['expo'],1731597658,The Expo SDK,2013-05-27T20:07:14.149Z,623,33659731
htmlprocessor,0.3.3,"['process', 'html', 'build', 'buildtime', 'environment', 'target', 'optimize']",1694391616,Process html file using special comments,2014-04-10T20:59:36.955Z,22,381548
@betterer/errors,5.3.0,[],1649864142,error handler for @betterer/betterer,2020-05-14T17:18:41.996Z,14,3986250
shiki,1.23.0,['shiki'],1731623407,A beautiful Syntax Highlighter.,2014-05-07T12:21:16.760Z,125,84749023
has-ansi,6.0.0,"['ansi', 'styles', 'color', 'colour', 'colors', 'terminal', 'console', 'string', 'tty', 'escape', 'shell', 'xterm', 'command-line', 'text', 'regex', 'regexp', 'match', 'test', 'find', 'pattern', 'has']",1720626394,Check if a string has ANSI escape codes,2014-06-14T19:40:55.321Z,12,622380274
acme-v2,3.0.3,"['ACME', ""Let's Encrypt"", 'EC', 'RSA', 'CSR', 'browser', 'greenlock', 'VanillaJS', 'ZeroSSL']",1572042440,Free SSL certificates for Node.js and Browsers. Issued via Let's Encrypt,2018-03-16T06:59:54.876Z,40,360157
datatables.net-buttons,3.2.0,"['Buttons', 'Column Visibility', 'csv', 'excel', 'pdf', 'print', 'Datatables', 'jQuery', 'table', 'filter', 'sort']",1731374444,Buttons for DataTables,2015-10-07T14:17:20.249Z,56,6853046
@tensorflow-models/facemesh,0.0.5,[],1602478329,Pretrained facemesh model,2020-03-07T14:06:40.349Z,5,93553
@angular/platform-browser,18.2.12,[],1731571995,Angular - library for using Angular in a web browser,2016-04-28T04:23:57.219Z,854,142054966
read,4.0.0,[],1727256278,read(1) for node programs,2011-12-07T00:20:58.373Z,18,243710286
detect-passive-events,2.0.3,"['detect', 'passive', 'passive events']",1613062660,Detect if the browser supports passive events,2016-11-08T22:00:39.447Z,10,10189872
@nolyfill/has-symbols,1.0.21,[],1693336122,,2023-08-20T15:21:34.049Z,11,143930
@github/image-crop-element,5.0.0,"['crop', 'image', 'custom element']",1618538775,Select area for cropping an image. This does not actually crop.,2018-06-22T22:51:05.176Z,16,1636246
esast-util-from-js,2.0.1,"['unist', 'estree', 'estree-util', 'esast', 'esast-util', 'util', 'utility', 'js', 'parse', 'tokenize', 'acorn']",1690764106,estree (and esast) utility to parse from JavaScript,2022-05-30T17:59:55.283Z,6,1655363
@floating-ui/utils,0.2.8,"['tooltip', 'popover', 'dropdown', 'menu', 'popup', 'positioning']",1726351665,Utilities for Floating UI,2023-07-28T11:24:02.331Z,16,479910980
@nx/nx-freebsd-x64,20.1.2,[],1731663519,,2023-05-30T20:23:41.315Z,700,26924753
sift,17.1.3,[],1713329823,MongoDB query filtering in JavaScript,2012-01-04T16:36:37.214Z,155,127393485
cypress-xpath,2.0.1,"['cypress', 'cypress-io', 'xpath']",1658491286,Adds XPath command to Cypress test runner,2018-12-06T15:05:19.945Z,15,14322674
is-absolute,1.0.0,"['absolute', 'built', 'built-in', 'check', 'core', 'detect', 'dir', 'file', 'filepath', 'is', 'is-absolute', 'isabsolute', 'normalize', 'path', 'path-absolute', 'path-is-absolute', 'paths', 'polyfill', 'relative', 'resolve', 'shim', 'slash', 'slashes', 'uri', 'url', 'util', 'utils']",1499904331,Returns true if a file path is absolute. Does not rely on the path module and can be used as a polyfill for node.js native `path.isAbolute`.,2014-07-06T07:14:27.049Z,15,305357312
@rspack/cli,1.1.1,[],1731381612,CLI for rspack,2022-10-25T15:48:36.011Z,1082,3402278
is-invalid-path,1.0.2,"['bash', 'braces', 'character', 'check', 'exec', 'expression', 'extglob', 'file', 'filepath', 'glob', 'globbing', 'globstar', 'invalid', 'is', 'match', 'matches', 'path', 'pattern', 'regex', 'regexp', 'regular', 'string', 'test', 'valid', 'validate']",1524103439,Returns true if a windows file path has invalid characters.,2015-05-06T10:53:18.416Z,4,84376189
screenfull,6.0.2,"['browser', 'fullscreen']",1655620297,"Simple wrapper for cross-browser usage of the JavaScript Fullscreen API, which lets you bring the page or any element into fullscreen.",2013-09-06T18:53:34.057Z,29,95479619
postcss-media-minmax,5.0.0,"['css', 'css3', 'postcss', 'postcss-plugin', 'media querie', 'media queries']",1610439186,"Using more intuitive `>=`, `<=`, `>`, `<` instead of media queries min/max prefix.",2014-12-13T14:06:24.167Z,10,255336671
shasum-object,1.0.0,"['buffer', 'hash', 'object', 'sha1', 'shasum']",1572322742,get the shasum of a buffer or object,2019-10-29T12:19:02.679Z,1,44825911
htl,0.3.1,[],1632481613,Hypertext Literal,2019-12-06T19:01:58.275Z,19,311261
string-format-obj,1.1.1,"['values', 'tokens', 'string', 'format', 'printf', 'fmt']",1515136931,Replace tokens from a string with values of an object,2015-07-30T21:29:45.781Z,4,6253919
table-layout,4.1.1,"['wrap', 'columns', 'format', 'json', 'command line', 'table', 'view']",1722428549,"Stylable text tables, handling ansi colour. Useful for console output.",2016-05-15T14:28:58.986Z,27,75189491
@llamaindex/env,0.1.20,"['llm', 'llama', 'openai', 'gpt', 'data science', 'prompt', 'prompt engineering', 'chatgpt', 'machine learning', 'ml', 'embedding', 'vectorstore', 'data framework', 'llamaindex']",1731281775,"environment wrapper, supports all JS environment including node, deno, bun, edge runtime, and cloudflare worker",2024-02-23T23:46:53.960Z,27,563008
fs-readdir-recursive,1.1.0,[],1510300090,Recursively read a directory,2013-10-03T09:29:14.695Z,7,162654739
gl-mesh3d,2.3.2,"['webgl', 'simplicial', 'complex', 'debug', 'simple']",1715762250,3D mesh drawing,2015-03-18T17:41:50.349Z,33,2257111
wrapped,1.0.1,"['browser', 'wrap', 'generator']",1455586497,consistent interface for ,2015-08-11T21:41:25.085Z,2,4403995
is-window,1.0.2,"['is', 'check', 'checks', 'detect', 'window', 'object', 'type', 'null']",1460665794,Checks if the given value is a window object.,2016-04-12T03:57:11.401Z,4,80884329
eslint-plugin-filenames,1.3.2,"['eslint', 'eslintplugin', 'eslint-plugin', 'file', 'filename', 'path']",1528883752,Eslint rule for consistent filenames.,2015-01-10T14:24:02.875Z,10,18284909
@types/passport-microsoft,1.0.3,[],1699332187,TypeScript definitions for passport-microsoft,2020-01-25T00:26:31.958Z,5,375689
svelte-local-storage-store,0.6.4,['svelte'],1696363409,[![npm version](https://img.shields.io/npm/v/svelte-local-storage-store.svg)](https://www.npmjs.com/package/svelte-local-storage-store) [![license](https://img.shields.io/npm/l/svelte-local-storage-store.svg)](LICENSE.md) [![codecov](https://codecov.io/gh,2020-07-03T05:24:25.658Z,24,298980
azure-devops-node-api,14.1.0,[],1727410706,Node client for Azure DevOps and TFS REST APIs,2018-09-11T15:14:14.790Z,33,23279896
nano-css,5.6.2,"['css', 'style', 'styles', 'pico', 'nano', 'lite', 'react', 'js', 'in-js', 'css-in-js', 'styled', 'decorator', 'component', 'styled-components', 'jsxstyle', 'rule', 'stylesheet']",1721453571,Smallest 5th gen CSS-in-JS library,2018-03-14T17:38:40.992Z,58,78730299
is-number-object,1.0.7,"['Number', 'ES6', 'toStringTag', '@@toStringTag', 'Number object']",1648846041,"Is this value a JS Number object? This module works cross-realm/iframe, and despite ES6 @@toStringTag.",2015-01-28T23:04:25.649Z,7,1446002893
remark-cli,12.0.1,"['bin', 'cli', 'markdown', 'mdast', 'remark', 'unified']",1714451479,CLI to process markdown with remark,2016-06-12T21:38:36.787Z,21,7433479
ansi-cyan,0.1.1,"['cyan', '256', 'ansi', 'cli', 'color', 'colors', 'colour', 'command', 'command-line', 'console', 'format', 'formatting', 'iterm', 'log', 'logging', 'rgb', 'shell', 'string', 'style', 'styles', 'styling', 'terminal', 'text', 'tty', 'xterm']",1432231070,"The color cyan, in ansi.",2015-05-22T01:48:39.714Z,2,44892640
tap-spec,5.0.0,"['tape', 'tap', 'mocha', 'spec', 'reporter']",1528160409,Formatted TAP output like Mocha's spec reporter,2014-01-02T19:17:50.731Z,29,1120062
posthtml-render,3.0.0,"['posthtml', 'render', 'html', 'xml']",1627345645,Renders PostHTML Tree to HTML/XML,2015-10-15T06:02:24.025Z,30,31965607
cacheable-request,13.0.2,"['HTTP', 'HTTPS', 'cache', 'caching', 'layer', 'cacheable', 'RFC 7234', 'RFC', '7234', 'compliant']",1731247015,Wrap native HTTP requests with RFC compliant cache support,2017-06-02T12:36:50.988Z,64,829519867
